conceptdoi,doi,metadata.title,stats.views,#versions,links.html,links.doi,created,updated
10.5281/zenodo.6393487,10.5281/zenodo.6501642,SDSS Galaxy Subset,27.0,2,https://zenodo.org/record/6501642,https://doi.org/10.5281/zenodo.6501642,2022-04-28T13:10:38.291608+00:00,2022-04-28T13:49:50.419371+00:00
10.5281/zenodo.6469716,10.5281/zenodo.6469717,Data Matrix Landmarks in Cluttered Indoor Environments,26.0,1,https://zenodo.org/record/6469717,https://doi.org/10.5281/zenodo.6469717,2022-04-19T11:32:03.546468+00:00,2022-04-20T01:50:01.748829+00:00
10.5281/zenodo.6499751,10.5281/zenodo.6499752,"THE RELEVANCY OF MASSIVE HEALTH EDUCATION IN THE BRAZILIAN PRISON SYSTEM: THE COURSE ""HEALTH CARE FOR PEOPLE DEPRIVED OF FREEDOM"" AND ITS IMPACTS",26.0,1,https://zenodo.org/record/6499752,https://doi.org/10.5281/zenodo.6499752,2022-04-28T03:31:04.882160+00:00,2022-04-28T13:49:49.217168+00:00
10.5281/zenodo.5601987,10.5281/zenodo.6403796,Challenges in Migrating Imperative Deep Learning Programs to Graph Execution: An Empirical Study,26.0,6,https://zenodo.org/record/6403796,https://doi.org/10.5281/zenodo.6403796,2022-04-01T00:42:56.704554+00:00,2022-04-01T01:50:13.162744+00:00
10.5281/zenodo.6419993,10.5281/zenodo.6419994,Data from: Operando Proton Transfer Reaction-Time of Flight-Mass Spectrometry of Carbon Dioxide Reduction Electrocatalysis,26.0,1,https://zenodo.org/record/6419994,https://doi.org/10.5281/zenodo.6419994,2022-04-07T21:41:11.209074+00:00,2022-04-08T01:49:40.913427+00:00
10.5281/zenodo.6376305,10.5281/zenodo.6384728,DBpedia RDF2Vec Graph Embeddings,26.0,3,https://zenodo.org/record/6384728,https://doi.org/10.5281/zenodo.6384728,2022-03-25T13:12:31.440777+00:00,2022-03-25T13:49:41.543362+00:00
10.5281/zenodo.6532251,10.5281/zenodo.6532252,Performance results of different scheduling algorithms used in the simulation of a modern game engine,26.0,1,https://zenodo.org/record/6532252,https://doi.org/10.5281/zenodo.6532252,2022-05-09T12:25:57.700856+00:00,2022-05-09T13:49:37.157746+00:00
10.5281/zenodo.6405358,10.5281/zenodo.6405359,S98 | TIRECHEM | Tire-Related Chemicals in Environment from Literature,26.0,1,https://zenodo.org/record/6405359,https://doi.org/10.5281/zenodo.6405359,2022-04-01T09:51:54.243378+00:00,2022-04-01T13:49:46.278479+00:00
10.5281/zenodo.6481182,10.5281/zenodo.6481183,Virtual Research Environments Ethnography: a Preliminary Study,26.0,1,https://zenodo.org/record/6481183,https://doi.org/10.5281/zenodo.6481183,2022-05-03T12:09:23.199198+00:00,2022-05-03T13:49:24.213597+00:00
10.5281/zenodo.6393168,10.5281/zenodo.6393169,Candida albicans commensalism in the oral mucosa is favoured by limited virulence and metabolic adaptation.,26.0,1,https://zenodo.org/record/6393169,https://doi.org/10.5281/zenodo.6393169,2022-03-29T09:09:01.497825+00:00,2022-03-29T13:49:24.322632+00:00
10.5281/zenodo.6514235,10.5281/zenodo.6514608,ESBMC-Jimple ISSTA'22 Benchmarks,26.0,2,https://zenodo.org/record/6514608,https://doi.org/10.5281/zenodo.6514608,2022-05-03T14:59:58.106968+00:00,2022-05-04T01:49:42.498413+00:00
10.5281/zenodo.6325667,10.5281/zenodo.6325668,The Surface Biology and Geology Architecture Study Science and Applications Traceability Matrix (SATM),25.0,1,https://zenodo.org/record/6325668,https://doi.org/10.5281/zenodo.6325668,2022-03-17T20:34:29.875616+00:00,2022-03-20T01:49:32.406304+00:00
10.5281/zenodo.6463804,10.5281/zenodo.6463805,Perspectives on Medical Education Journal Data and Supplemental Files (2012 - 2019),25.0,1,https://zenodo.org/record/6463805,https://doi.org/10.5281/zenodo.6463805,2022-05-12T16:50:43.965472+00:00,2022-05-13T01:49:35.958896+00:00
10.5281/zenodo.6541969,10.5281/zenodo.6541970,AI-TAM: a model to investigate user acceptance and collaborative intention in human-in-the-loop AI applications,25.0,1,https://zenodo.org/record/6541970,https://doi.org/10.5281/zenodo.6541970,2022-05-13T10:46:14.032022+00:00,2022-05-25T08:14:15.572635+00:00
10.5281/zenodo.6406740,10.5281/zenodo.6406741,Time-encoded pseudo-continuous arterial spin labeling: increasing SNR in ASL dynamic angiography,25.0,1,https://zenodo.org/record/6406741,https://doi.org/10.5281/zenodo.6406741,2022-04-05T10:03:28.998114+00:00,2022-04-05T13:49:42.304719+00:00
10.5281/zenodo.5825829,10.5281/zenodo.6546501,Indian Regional Music Dataset,25.0,3,https://zenodo.org/record/6546501,https://doi.org/10.5281/zenodo.6546501,2022-05-14T06:13:01.531229+00:00,2022-05-27T05:26:55.660183+00:00
10.5281/zenodo.1205159,10.5281/zenodo.6568197,Gene Ontology Data Reference,25.0,46,https://zenodo.org/record/6568197,https://doi.org/10.5281/zenodo.6568197,2022-05-20T21:43:45.254080+00:00,2022-05-21T01:50:05.584480+00:00
10.5281/zenodo.6449719,10.5281/zenodo.6449720,A Social and News Media Benchmark Dataset for Topic Modeling,25.0,1,https://zenodo.org/record/6449720,https://doi.org/10.5281/zenodo.6449720,2022-04-11T18:40:28.817105+00:00,2022-04-12T01:49:36.937241+00:00
10.5281/zenodo.6368002,10.5281/zenodo.6368003,"Dataset of D.-H. Chae et al., Meas. Sci.Technol 33 (2022) 065012, ""Investigation of the stability of graphene devices for quantum resistance metrology at direct and alternating current""",25.0,1,https://zenodo.org/record/6368003,https://doi.org/10.5281/zenodo.6368003,2022-03-18T13:22:43.906096+00:00,2022-03-20T01:49:32.998484+00:00
10.5281/zenodo.6522070,10.5281/zenodo.6522071,Statistically Determined Global Fire Regimes (GFRs) Empirically Characterized Using Historical MODIS Hotspots,25.0,1,https://zenodo.org/record/6522071,https://doi.org/10.5281/zenodo.6522071,2022-05-05T20:56:46.483104+00:00,2022-05-06T05:11:23.853740+00:00
10.5281/zenodo.6412402,10.5281/zenodo.6412403,"Data from: Riparian reforestation on the landscape scale – Navigating trade-offs among agricultural production, ecosystem functioning and biodiversity",25.0,1,https://zenodo.org/record/6412403,https://doi.org/10.5281/zenodo.6412403,2022-04-04T15:41:59.803923+00:00,2022-04-05T13:49:42.275791+00:00
10.5281/zenodo.6394798,10.5281/zenodo.6394799,SMART - Self-adaptive Machine Learning Approach for Real-time Tuning of IEEE 802.11 PHY and MAC layers,24.0,1,https://zenodo.org/record/6394799,https://doi.org/10.5281/zenodo.6394799,2022-03-29T17:51:23.141546+00:00,2022-03-31T13:01:25.108649+00:00
10.5281/zenodo.5883236,10.5281/zenodo.6394133,"Dataset of the manuscript ""Problems and Solutions in Applying Continuous Integration and Delivery to 20 Open-Source Cyber-Physical Systems""",24.0,2,https://zenodo.org/record/6394133,https://doi.org/10.5281/zenodo.6394133,2022-03-29T13:24:52.800036+00:00,2022-03-29T13:49:24.661304+00:00
10.5281/zenodo.6389827,10.5281/zenodo.6389828,Vesuvio cGPS Daily Timeseries (2001-2019),24.0,1,https://zenodo.org/record/6389828,https://doi.org/10.5281/zenodo.6389828,2022-04-05T15:19:14.149352+00:00,2022-04-06T13:50:15.651951+00:00
10.5281/zenodo.6497068,10.5281/zenodo.6497069,Dataset: maturity of transparency of open data ecosystems in 22 smart cities,24.0,1,https://zenodo.org/record/6497069,https://doi.org/10.5281/zenodo.6497069,2022-04-27T09:31:35.301741+00:00,2022-04-27T13:49:41.846436+00:00
10.5281/zenodo.6584020,10.5281/zenodo.6584021,Indian Folk Music Dataset,24.0,1,https://zenodo.org/record/6584021,https://doi.org/10.5281/zenodo.6584021,2022-05-27T06:41:33.452516+00:00,2022-05-27T13:50:31.052750+00:00
10.5281/zenodo.6368367,10.5281/zenodo.6368368,Attentional Modulations of Alpha Power Are Sensitive to the Task-relevance of Auditory Spatial Information,24.0,1,https://zenodo.org/record/6368368,https://doi.org/10.5281/zenodo.6368368,2022-03-21T09:34:05.534777+00:00,2022-03-21T13:49:24.353862+00:00
10.5281/zenodo.6445608,10.5281/zenodo.6445609,"Environmental data at the sampling event level collected with Inline instruments, almanach, models and satellites during the Tara Pacific Expedition 2016-2018",24.0,1,https://zenodo.org/record/6445609,https://doi.org/10.5281/zenodo.6445609,2022-04-11T09:59:33.316816+00:00,2022-05-04T09:24:14.984591+00:00
10.5281/zenodo.6373422,10.5281/zenodo.6373558,Image dataset to train a deep learning model to decode Leetspeak obfuscated characters,24.0,2,https://zenodo.org/record/6373558,https://doi.org/10.5281/zenodo.6373558,2022-03-21T15:32:29.565154+00:00,2022-03-22T01:49:25.848790+00:00
10.5281/zenodo.3949889,10.5281/zenodo.6425445,Manually curated transcriptomics data collection for toxicogenomic assessment of engineered nanomaterials,24.0,3,https://zenodo.org/record/6425445,https://doi.org/10.5281/zenodo.6425445,2022-04-08T15:24:48.499309+00:00,2022-04-09T13:49:22.687239+00:00
10.5281/zenodo.6414074,10.5281/zenodo.6414075,CNN-Filter-DB-Robust,24.0,1,https://zenodo.org/record/6414075,https://doi.org/10.5281/zenodo.6414075,2022-04-05T19:29:40.132736+00:00,2022-04-06T08:02:30.190756+00:00
10.5281/zenodo.6091356,10.5281/zenodo.6553771,A five-fold expansion of the global RNA virome reveals multiple new clades of RNA bacteriophages,24.0,3,https://zenodo.org/record/6553771,https://doi.org/10.5281/zenodo.6553771,2022-05-17T09:46:00.430165+00:00,2022-05-17T13:50:07.738974+00:00
10.5281/zenodo.5139527,10.5281/zenodo.6542407,CCG Starter Data Kit: Viet Nam,24.0,3,https://zenodo.org/record/6542407,https://doi.org/10.5281/zenodo.6542407,2022-05-12T10:51:18.630003+00:00,2022-05-12T13:49:49.848843+00:00
10.5281/zenodo.6389919,10.5281/zenodo.6389920,Campi Flegrei cGPS Daily Timeseries (2000-2019),23.0,1,https://zenodo.org/record/6389920,https://doi.org/10.5281/zenodo.6389920,2022-04-05T15:47:39.094735+00:00,2022-04-06T13:50:15.904802+00:00
10.5281/zenodo.6409860,10.5281/zenodo.6409861,THE WHOLE IS OTHER THAN THE SUM OF ITS PARTS: SENSIBILITY ANALYSIS OF 360° URBAN IMAGE SPLITTING,23.0,1,https://zenodo.org/record/6409861,https://doi.org/10.5281/zenodo.6409861,2022-04-03T19:24:22.040932+00:00,2022-06-06T00:02:00.682579+00:00
10.5281/zenodo.5062557,10.5281/zenodo.6523161,zbMATH Open Mathematics Subject Classification Dataset (springer),23.0,6,https://zenodo.org/record/6523161,https://doi.org/10.5281/zenodo.6523161,2022-05-06T05:15:28.560863+00:00,2022-05-06T13:49:15.477319+00:00
10.5281/zenodo.6390449,10.5281/zenodo.6390450,INNOSETA database 2020: projects and articles,23.0,1,https://zenodo.org/record/6390450,https://doi.org/10.5281/zenodo.6390450,2022-03-28T13:51:16.293982+00:00,2022-03-29T01:49:55.245256+00:00
10.5281/zenodo.6400995,10.5281/zenodo.6400996,"Raw Metrics and Rankings for ""Exploratory Analysis on Pixelwise Image Segmentation Metrics with an Application in Proximal Sensing""",23.0,1,https://zenodo.org/record/6400996,https://doi.org/10.5281/zenodo.6400996,2022-03-31T09:52:15.146104+00:00,2022-03-31T13:49:30.399512+00:00
10.5281/zenodo.6010471,10.5281/zenodo.6450683,Datasets generated by rurAllure project - promotion of rural museums and heritage sites in the vicinity of European pilgrimage routes,23.0,4,https://zenodo.org/record/6450683,https://doi.org/10.5281/zenodo.6450683,2022-04-12T05:57:06.433883+00:00,2022-04-12T13:49:14.954739+00:00
10.5281/zenodo.6547536,10.5281/zenodo.6547537,LTEE-TnSeq-processed-data,23.0,1,https://zenodo.org/record/6547537,https://doi.org/10.5281/zenodo.6547537,2022-05-15T13:27:00.140907+00:00,2022-05-15T15:42:55.966772+00:00
,10.5061/dryad.v9s4mw6v8,When text simplification is not enough: Could a graph-based visualization facilitate consumers' comprehension of dietary supplement information?,23.0,1,https://zenodo.org/record/6369153,https://doi.org/10.5061/dryad.v9s4mw6v8,2022-03-18T19:01:30.144744+00:00,2022-06-04T09:56:40.390174+00:00
10.5281/zenodo.6224959,10.5281/zenodo.6386767,Dataset for detecting the electrical behavior of photovoltaic panels from RGB images,23.0,4,https://zenodo.org/record/6386767,https://doi.org/10.5281/zenodo.6386767,2022-03-26T18:40:13.561115+00:00,2022-03-28T13:49:43.565656+00:00
10.5281/zenodo.6202759,10.5281/zenodo.6202760,"Dataset of the paper ""A Mixed-Criticality Approach to Fault Tolerance: Integrating Schedulability and Failure Requirements""",23.0,1,https://zenodo.org/record/6202760,https://doi.org/10.5281/zenodo.6202760,2022-03-18T16:32:37.537983+00:00,2022-03-20T01:49:34.056044+00:00
10.5281/zenodo.6241343,10.5281/zenodo.6241344,Supercontinuum Spectra,23.0,1,https://zenodo.org/record/6241344,https://doi.org/10.5281/zenodo.6241344,2022-03-17T17:23:23.289774+00:00,2022-03-20T01:49:32.007117+00:00
10.5281/zenodo.6415213,10.5281/zenodo.6415214,Data from: Satellite-based Lagrangian model reveals how upwelling and oceanic circulation shape krill hotspots in the California Current System,23.0,1,https://zenodo.org/record/6415214,https://doi.org/10.5281/zenodo.6415214,2022-05-02T23:12:04.278690+00:00,2022-05-13T06:07:38.017726+00:00
10.5281/zenodo.6417899,10.5281/zenodo.6417900,Mars Express thermal power dataset,23.0,1,https://zenodo.org/record/6417900,https://doi.org/10.5281/zenodo.6417900,2022-04-06T14:10:13.411206+00:00,2022-04-07T08:46:35.422488+00:00
10.5281/zenodo.6497314,10.5281/zenodo.6497315,Ground ice content predictions for the Northern Hemisphere permafrost region at 1-km resolution,23.0,1,https://zenodo.org/record/6497315,https://doi.org/10.5281/zenodo.6497315,2022-05-02T10:09:12.170943+00:00,2022-05-02T13:49:18.941710+00:00
10.5281/zenodo.6472280,10.5281/zenodo.6472281,Volumetric Benchmarking of Error Mitigation with Qermit: Experimental Data,23.0,1,https://zenodo.org/record/6472281,https://doi.org/10.5281/zenodo.6472281,2022-04-20T19:04:07.917929+00:00,2022-04-22T00:02:00.333069+00:00
10.5281/zenodo.6373665,10.5281/zenodo.6373666,101K workflow jobs dataset (1.2 million tasks); a composition of Epigenomics and Montage workflows,23.0,1,https://zenodo.org/record/6373666,https://doi.org/10.5281/zenodo.6373666,2022-03-21T16:51:31.629320+00:00,2022-03-22T01:49:26.117081+00:00
10.5281/zenodo.6376736,10.5281/zenodo.6376737,MR Gradient System Long-Term Stability Investigation and Protocol Optimization for Quality Control using Gradient Impulse Response Function (GIRF),23.0,1,https://zenodo.org/record/6376737,https://doi.org/10.5281/zenodo.6376737,2022-04-13T22:49:20.883781+00:00,2022-04-29T03:46:27.908710+00:00
10.5281/zenodo.6363318,10.5281/zenodo.6363319,"iEEG Data for ""Functional Group Bridge for Simultaneous Regression and Support Estimation""",22.0,1,https://zenodo.org/record/6363319,https://doi.org/10.5281/zenodo.6363319,2022-03-21T14:16:09.314794+00:00,2022-03-22T01:49:27.443095+00:00
10.5281/zenodo.6415361,10.5281/zenodo.6415362,Towards geomorphometry of plains - country level unsupervised classification of low-relief areas (Poland),22.0,1,https://zenodo.org/record/6415362,https://doi.org/10.5281/zenodo.6415362,2022-04-05T17:33:08.475480+00:00,2022-04-06T13:50:15.689587+00:00
10.5281/zenodo.6412704,10.5281/zenodo.6412705,Scopus Paper List as of 15 March 2022,22.0,1,https://zenodo.org/record/6412705,https://doi.org/10.5281/zenodo.6412705,2022-04-04T18:39:04.354151+00:00,2022-04-05T13:49:39.797440+00:00
10.5281/zenodo.6275633,10.5281/zenodo.6445485,Molecular Dynamics simulations of spreading droplets,22.0,2,https://zenodo.org/record/6445485,https://doi.org/10.5281/zenodo.6445485,2022-04-11T09:43:37.570573+00:00,2022-04-11T13:49:16.733292+00:00
10.5281/zenodo.6389740,10.5281/zenodo.6513546,S96 | ECIPFAS | Updatable List to add PFAS Structures to Public Resources from ECI (UniLu),22.0,4,https://zenodo.org/record/6513546,https://doi.org/10.5281/zenodo.6513546,2022-05-03T09:16:22.678853+00:00,2022-05-03T13:49:24.208135+00:00
10.5281/zenodo.5584179,10.5281/zenodo.6461556,fusion-jena/BiodivTab,22.0,4,https://zenodo.org/record/6461556,https://doi.org/10.5281/zenodo.6461556,2022-04-14T14:47:42.363530+00:00,2022-04-19T08:55:35.247151+00:00
10.5281/zenodo.6510048,10.5281/zenodo.6510049,User Evaluation and Metrics Analysis of a Prototype Web-based Federated Search Engine for Art and Cultural Heritage,22.0,1,https://zenodo.org/record/6510049,https://doi.org/10.5281/zenodo.6510049,2022-05-01T17:22:19.313931+00:00,2022-05-02T01:49:17.213714+00:00
10.5281/zenodo.6373644,10.5281/zenodo.6373645,dairy_spatial_uwb_lying_behaviour,22.0,1,https://zenodo.org/record/6373645,https://doi.org/10.5281/zenodo.6373645,2022-03-22T07:32:19.500741+00:00,2022-03-22T13:49:46.765976+00:00
10.5281/zenodo.6384774,10.5281/zenodo.6384775,TARA Pacific CTAX colony morphological annotations release version 1_0,22.0,1,https://zenodo.org/record/6384775,https://doi.org/10.5281/zenodo.6384775,2022-03-29T08:13:16.991632+00:00,2022-03-29T13:49:24.550737+00:00
10.5281/zenodo.6399250,10.5281/zenodo.6399251,"Appendix of ""Impact of Change Granularity in Refactoring Detection""",22.0,1,https://zenodo.org/record/6399251,https://doi.org/10.5281/zenodo.6399251,2022-03-30T18:10:45.520170+00:00,2022-03-31T01:50:02.901516+00:00
10.5281/zenodo.4652802,10.5281/zenodo.6542388,CCG Starter Data Kit: South Africa,22.0,6,https://zenodo.org/record/6542388,https://doi.org/10.5281/zenodo.6542388,2022-05-12T10:46:26.497883+00:00,2022-05-12T13:49:50.223445+00:00
10.5281/zenodo.3251760,10.5281/zenodo.6536490,Jingju a Cappella Recordings Collection,22.0,2,https://zenodo.org/record/6536490,https://doi.org/10.5281/zenodo.6536490,2022-05-11T16:55:47.069525+00:00,2022-05-13T10:03:25.489986+00:00
10.5281/zenodo.6380729,10.5281/zenodo.6380739,Instances for the multiple Traveling Salesman Problem with Drone Stations (mTSP-DS),22.0,2,https://zenodo.org/record/6380739,https://doi.org/10.5281/zenodo.6380739,2022-03-23T18:41:11.230404+00:00,2022-03-24T01:51:10.638599+00:00
10.5281/zenodo.6127393,10.5281/zenodo.6385017,Relative binding free energy between chemically distant     compounds using a bidirectional non-equilibrium approach,22.0,2,https://zenodo.org/record/6385017,https://doi.org/10.5281/zenodo.6385017,2022-03-25T15:27:47.243891+00:00,2022-03-26T13:49:29.553031+00:00
10.5281/zenodo.6363249,10.5281/zenodo.6363250,Approximate Entropy of Spiking Series Reveals Different Dynamical States in Cortical Assemblies,22.0,1,https://zenodo.org/record/6363250,https://doi.org/10.5281/zenodo.6363250,2022-03-16T17:11:26.586957+00:00,2022-03-17T01:49:38.774907+00:00
10.5281/zenodo.6415473,10.5281/zenodo.6415474,Quantitative Morphometric Analysis of E18 Rat Hippocampal Neurons from 0.5 to 6 Days In Vitro,21.0,1,https://zenodo.org/record/6415474,https://doi.org/10.5281/zenodo.6415474,2022-04-05T20:00:51.980069+00:00,2022-04-06T13:50:14.388975+00:00
10.5281/zenodo.6505846,10.5281/zenodo.6505847,ISSA Agritrop Dataset,21.0,1,https://zenodo.org/record/6505847,https://doi.org/10.5281/zenodo.6505847,2022-05-02T20:16:02.643776+00:00,2022-05-03T18:12:16.087325+00:00
10.5281/zenodo.6449863,10.5281/zenodo.6463075,COCO BBOB-constrained Benchmark Results of Two Evolution Strategy Variants,21.0,2,https://zenodo.org/record/6463075,https://doi.org/10.5281/zenodo.6463075,2022-04-15T10:38:31.198107+00:00,2022-04-15T13:49:17.471032+00:00
10.5281/zenodo.6410934,10.5281/zenodo.6410935,"Integrated quality control of allele-specific copy numbers, mutations and tumour purity from cancer whole genome sequencing assays",21.0,1,https://zenodo.org/record/6410935,https://doi.org/10.5281/zenodo.6410935,2022-04-04T08:16:07.560774+00:00,2022-04-04T13:50:00.945954+00:00
10.5281/zenodo.6502311,10.5281/zenodo.6502312,Passive RFID indoor location dataset,21.0,1,https://zenodo.org/record/6502312,https://doi.org/10.5281/zenodo.6502312,2022-04-28T18:17:09.180204+00:00,2022-05-05T16:43:12.249472+00:00
10.5281/zenodo.6473818,10.5281/zenodo.6473819,Thermodynamic stability of quinary alloys,21.0,1,https://zenodo.org/record/6473819,https://doi.org/10.5281/zenodo.6473819,2022-04-20T19:26:33.442431+00:00,2022-04-21T01:49:20.593875+00:00
10.5281/zenodo.6420830,10.5281/zenodo.6420882,Energy Market Transformation Survey,21.0,2,https://zenodo.org/record/6420882,https://doi.org/10.5281/zenodo.6420882,2022-04-07T09:51:25.209249+00:00,2022-04-08T16:03:51.132776+00:00
10.5281/zenodo.6387470,10.5281/zenodo.6387471,VMP_HP-ext,21.0,1,https://zenodo.org/record/6387471,https://doi.org/10.5281/zenodo.6387471,2022-03-27T10:31:09.096800+00:00,2022-03-28T13:49:45.231405+00:00
10.5281/zenodo.6476500,10.5281/zenodo.6476501,April 2019 Darshan counters from the Cori supercomputer,21.0,1,https://zenodo.org/record/6476501,https://doi.org/10.5281/zenodo.6476501,2022-05-04T18:51:19.841368+00:00,2022-05-05T01:49:20.253572+00:00
10.5281/zenodo.6520103,10.5281/zenodo.6520104,"Data for the paper ""Optimization of quasisymmetric stellarators with self-consistent bootstrap current and energetic particle confinement""",21.0,1,https://zenodo.org/record/6520104,https://doi.org/10.5281/zenodo.6520104,2022-05-05T09:59:05.692896+00:00,2022-05-05T13:49:24.126781+00:00
10.5281/zenodo.5575138,10.5281/zenodo.5575139,Human Kino-Dynamic Measurements Dataset for Factory-like Activities,21.0,1,https://zenodo.org/record/5575139,https://doi.org/10.5281/zenodo.5575139,2022-04-05T13:05:12.092233+00:00,2022-04-05T13:49:42.559598+00:00
10.5281/zenodo.6476631,10.5281/zenodo.6476632,"A phased chromosome-level genome and full mitochondrial sequence for the dikaryotic myrtle rust pathogen, Austropuccinia psidii",21.0,1,https://zenodo.org/record/6476632,https://doi.org/10.5281/zenodo.6476632,2022-04-22T00:19:00.119015+00:00,2022-04-25T23:38:30.385807+00:00
,10.5821/data-2117-365018-1,Ultimate load of randomly sampled stainless steel frames under gravity plus wind loads,21.0,1,https://zenodo.org/record/6405576,https://doi.org/10.5821/data-2117-365018-1,2022-04-01T10:26:31.880111+00:00,2022-04-01T13:49:46.955723+00:00
10.5281/zenodo.6526063,10.5281/zenodo.6526064,"Effectiveness of COVID-19 vaccination on reduction of hospitalizations and deaths in elderly patients in Rio Grande do Norte, Brazil",21.0,1,https://zenodo.org/record/6526064,https://doi.org/10.5281/zenodo.6526064,2022-05-07T04:10:15.330624+00:00,2022-05-18T15:51:29.819127+00:00
10.5281/zenodo.6393281,10.5281/zenodo.6393282,Supplementary Materials of remotesensing-1447006,21.0,1,https://zenodo.org/record/6393282,https://doi.org/10.5281/zenodo.6393282,2022-03-29T09:26:15.853821+00:00,2022-03-29T13:49:24.489167+00:00
10.5281/zenodo.4574468,10.5281/zenodo.6511404,AMPSphere : the worldwide survey of prokaryotic antimicrobial peptides,20.0,3,https://zenodo.org/record/6511404,https://doi.org/10.5281/zenodo.6511404,2022-05-09T20:05:31.734874+00:00,2022-05-10T01:49:36.352709+00:00
10.5281/zenodo.6396922,10.5281/zenodo.6396923,Dataset used for training IoT C&C classifier,20.0,1,https://zenodo.org/record/6396923,https://doi.org/10.5281/zenodo.6396923,2022-03-30T13:12:26.862611+00:00,2022-03-31T01:50:08.529006+00:00
10.5281/zenodo.6500293,10.5281/zenodo.6500294,Data and codes: Changing the Academic Gender Narrative through  Open Access,20.0,1,https://zenodo.org/record/6500294,https://doi.org/10.5281/zenodo.6500294,2022-04-29T03:34:15.652903+00:00,2022-04-29T13:49:20.943793+00:00
10.5281/zenodo.5842689,10.5281/zenodo.6446835,Does the social distancing measures impact collaboration in software processes?,20.0,3,https://zenodo.org/record/6446835,https://doi.org/10.5281/zenodo.6446835,2022-04-11T11:44:21.462408+00:00,2022-05-19T18:59:46.079783+00:00
10.5281/zenodo.6387446,10.5281/zenodo.6387447,"Supplementary material for ""Modeling styles in conceptual data modeling: Reflecting observations in a series of multimodal studies'""",20.0,1,https://zenodo.org/record/6387447,https://doi.org/10.5281/zenodo.6387447,2022-03-27T09:13:21.205001+00:00,2022-03-28T13:49:45.014411+00:00
10.5281/zenodo.6460243,10.5281/zenodo.6460244,ProtNAff: Protein-bound Nucleic Acid filters and fragment libraries,20.0,1,https://zenodo.org/record/6460244,https://doi.org/10.5281/zenodo.6460244,2022-04-14T08:05:45.232086+00:00,2022-04-14T13:49:37.903655+00:00
10.5281/zenodo.6417951,10.5281/zenodo.6417952,"Data Sets for ""Block Krylov Subspace Methods for Functions of Matrices II: Modified Block FOM""",20.0,1,https://zenodo.org/record/6417952,https://doi.org/10.5281/zenodo.6417952,2022-04-06T12:52:37.812108+00:00,2022-04-06T13:50:19.801324+00:00
10.5281/zenodo.6536163,10.5281/zenodo.6536164,Number of public photos uploaded to Flickr,20.0,1,https://zenodo.org/record/6536164,https://doi.org/10.5281/zenodo.6536164,2022-05-10T14:22:08.382329+00:00,2022-05-11T01:49:34.576942+00:00
10.5281/zenodo.4725480,10.5281/zenodo.6542319,CCG Starter Data Kit: Ghana,20.0,7,https://zenodo.org/record/6542319,https://doi.org/10.5281/zenodo.6542319,2022-05-12T10:32:00.825721+00:00,2022-05-12T13:49:49.645026+00:00
10.5281/zenodo.6481132,10.5281/zenodo.6481291,MoDL: Model-Based Deep Learning Dataset,20.0,2,https://zenodo.org/record/6481291,https://doi.org/10.5281/zenodo.6481291,2022-04-24T16:08:55.241708+00:00,2022-04-25T13:49:22.216148+00:00
10.5281/zenodo.6607440,10.5281/zenodo.6607441,Manufacturing of Hybrid Overmoulded FRP Components: Impact of Process and Environmental Parameters on the Mechanical Properties,20.0,1,https://zenodo.org/record/6607441,https://doi.org/10.5281/zenodo.6607441,2022-06-02T21:18:56.479750+00:00,2022-06-03T12:12:20.919146+00:00
10.5281/zenodo.6453063,10.5281/zenodo.6453064,VOSOME,20.0,1,https://zenodo.org/record/6453064,https://doi.org/10.5281/zenodo.6453064,2022-04-12T15:13:13.502857+00:00,2022-04-13T01:49:23.190745+00:00
10.5281/zenodo.6414264,10.5281/zenodo.6414265,"Data set for the replication package of the paper ""Simulations of DNA-origami self-assembly reveal design-dependent nucleation barriers""",20.0,1,https://zenodo.org/record/6414265,https://doi.org/10.5281/zenodo.6414265,2022-04-05T10:07:46.508663+00:00,2022-04-06T10:50:16.438002+00:00
10.5281/zenodo.5905849,10.5281/zenodo.6482346,"SROADEX: Dataset for binary recognition and semantic segmentation of road surface areas from high resolution Aerial Orthoimages  Covering Approximately 8,650 km2 of the Spanish Territory Tagged with Road Information",19.0,2,https://zenodo.org/record/6482346,https://doi.org/10.5281/zenodo.6482346,2022-04-25T07:07:33.547224+00:00,2022-04-25T13:49:22.579678+00:00
10.5281/zenodo.6377032,10.5281/zenodo.6377033,Optimal Transformation Cycles,19.0,1,https://zenodo.org/record/6377033,https://doi.org/10.5281/zenodo.6377033,2022-03-22T17:23:20.609998+00:00,2022-03-24T01:51:01.528174+00:00
,10.1415/mmflood.links,MMFlood: A Multimodal Dataset for Flood Delineation from Satellite Imagery,19.0,1,https://zenodo.org/record/6534637,https://doi.org/10.1415/mmflood.links,2022-05-12T15:05:47.619649+00:00,2022-05-13T01:49:34.076708+00:00
10.5281/zenodo.3245890,10.5281/zenodo.3527731,High resolution maps of climatological parameters for analyzing the impacts of climatic changes on Swiss forests,19.0,2,https://zenodo.org/record/3527731,https://doi.org/10.5281/zenodo.3527731,2022-04-04T16:46:40.640548+00:00,2022-04-05T13:49:42.381599+00:00
